"Name","Slug","Nation","Class","Tier","Type","Hitpoints","Effective HP","Armor","Torpedo Protection","Main Battery","Range","Reload Time","Turret Turn Time","Gun Traverse","Sigma","HE Damage","HE Alpha Strike","HE DPM","Fires/Min","AP Damage","Overmatch","AP Alpha Strike","AP DPM","Secondary Range","Sec Battery","AA Max DPS","AA Max Range","Max Speed","Turning Circle","Rudder Shift","Surface Detect","Air Detect","Smoke Penalty","Torp Layout","Torp Range","Torp Damage","Torp Speed","Torp Reload","Torp Detect","Consumables","Mod Slot 1","Mod Slot 2","Mod Slot 3","Mod Slot 4"
"BA Binah","ba-binah","Italy","Battleship","VI","Premium","50,500","78,780","16-381 mm","25%","381 mm 4x2","16.60 km","33.0 s","30.0 s","6.0°/s","2.00","","","","","11,000","26 mm","88,000","160,000","4.50 km","90 mm 12x1","241","4.00 km","29.0 kt","740 m","14.3 s","15.00 km","12.00 km","10.30 km","","","","","","","","","","",""
"BA Hovercraft","ba-hovercraft","U.S.S.R.","Battleship","VII","Premium","67,500","86,400","19-425 mm","21%","406 mm 3x3","16.00 km","31.0 s","36.0 s","5.0°/s","1.60","5,850","52,650","101,903","1.92","12,000","28 mm","108,000","209,032","5.00 km","100 mm 6x2","266","5.00 km","31.0 kt","950 m","12.3 s","15.50 km","12.40 km","14.90 km","","","","","","","","","","",""
"BA Montana","ba-montana","U.S.A.","Battleship","★","Premium","96,300","136,746","6-541 mm","37%","406 mm 4x3","16.90 km","28.0 s","45.0 s","4.0°/s","1.90","5,400","64,800","138,857","2.13","13,900","28 mm","166,800","357,429","6.00 km","127 mm 10x2","669","5.20 km","30.0 kt","950 m","18.0 s","15.70 km","12.60 km","15.20 km","","","","","","","","","","",""
"BA Tirpitz","ba-tirpitz","Germany","Battleship","VII","Premium","72,500","109,040","19-360 mm","22%","380 mm 4x2","16.50 km","26.0 s","30.0 s","6.0°/s","1.95","4,400","35,200","81,231","2.22","11,600","26 mm","92,800","214,154","7.00 km","105 mm 8x2","239","4.50 km","31.0 kt","850 m","16.0 s","15.00 km","12.00 km","13.70 km","","","","","","","","","","",""
"BA Utnapishtim&#x27;s Ship","ba-utnapishtims-ship","France","Cruiser","VIII","Premium","60,000","80,160","","19%","330 mm 2x4","15.50 km","23.0 s","30.0 s","6.0°/s","2.00","4,800","38,400","100,174","2.53","9,700","23 mm","77,600","202,435","5.00 km","139 mm 8x2","341","5.20 km","31.5 kt","720 m","13.2 s","12.60 km","7.60 km","10.40 km","","","","","","","","","","",""
"Baleares","baleares","Spain","Cruiser","V","Tech Tree","35,100","35,100","13-110mm","10%","203 mm 4x2","14.50 km","25.0 s","22.5 s","8.0°/s","2.15","3,100","24,800","59,520","1.75","4,800","14 mm","38,400","92,160","4.50 km","88 mm 4x2","94","4.50 km","33.0 kt","740 m","9.6 s","12.00 km","7.20 km","6.80 km","","","","","","","","","","",""
"Baltimore","baltimore","U.S.A.","Cruiser","VII","Tech Tree","42,400","56,646","6-203 mm","4%","203 mm 3x3","15.50 km","12.0 s","30.0 s","6.0°/s","2.00","2,800","25,200","126,000","3.71","5,000","14 mm","45,000","225,000","5.00 km","127 mm 6x2","310","5.00 km","32.5 kt","730 m","7.0 s","12.60 km","7.60 km","7.20 km","","","","","","","","","","",""
"Bayard","bayard","France","Cruiser","VII","Premium","34,700","34,700","6-120 mm","16%","152 mm 4x3","15.80 km","7.5 s","15.0 s","12.0°/s","2.00","2,200","26,400","211,200","6.27","3,300","10 mm","39,600","316,800","5.00 km","100 mm 4x2","212","5.00 km","34.0 kt","730 m","9.3 s","13.20 km","7.90 km","6.70 km","","","","","","","","","","",""
"Bayern","bayern","Germany","Battleship","V","Tech Tree","51,600","73,272","13-350 mm","19%","380 mm 4x2","15.80 km","30.0 s","51.4 s","3.5°/s","1.80","4,500","36,000","72,000","1.94","10,900","26 mm","87,200","174,400","5.00 km","88 mm 8x1","147","4.50 km","25.0 kt","630 m","13.9 s","14.30 km","11.50 km","13.10 km","","","","","","","","","","",""
"Belfast","belfast","U.K.","Cruiser","VI","Premium","35,700","35,700","6-114 mm","4%","152 mm 4x3","14.70 km","7.5 s","25.7 s","7.0°/s","2.00","2,100","25,200","201,600","5.42","3,100","10 mm","37,200","297,600","5.00 km","102 mm 4x2","212","5.00 km","32.5 kt","680 m","9.6 s","11.00 km","6.90 km","5.40 km","","","","","","","","","","",""
"Belfast 43","belfast-43","U.K.","Cruiser","VII","Premium","38,400","51,302","6-114 mm","16%","152 mm 4x3","15.30 km","8.5 s","25.7 s","7.0°/s","2.00","2,450","29,400","207,529","5.32","3,100","10 mm","37,200","262,588","5.00 km","102 mm 6x2","207","5.00 km","32.5 kt","680 m","9.9 s","11.90 km","7.20 km","5.70 km","","","","","","","","","","",""
"Bellerophon","bellerophon","U.K.","Battleship","III","Premium","38,100","54,102","13-305 mm","13%","305 mm 5x2","13.60 km","30.0 s","60.0 s","3.0°/s","1.80","5,200","52,000","104,000","1.96","8,100","21 mm","81,000","162,000","4.50 km","102 mm 14x1","","3.00 km","24.0 kt","560 m","10.1 s","11.90 km","10.00 km","9.50 km","","","","","","","","","","",""
"Benham","benham","U.S.A.","Destroyer","VI","Premium","14,500","14,500","6-20 mm","0%","127 mm 4x1","10.80 km","4.0 s","6.0 s","30.0°/s","2.00","1,800","7,200","108,000","2.78","2,100","8 mm","8,400","126,000","","","15","1.20 km","36.5 kt","560 m","3.4 s","6.80 km","3.60 km","2.40 km","","","","","","","","","","",""
"Benson","benson","U.S.A.","Destroyer","VI","Tech Tree","14,300","14,300","6-20 mm","0%","127 mm 5x1","10.60 km","3.0 s","5.3 s","34.0°/s","2.00","1,900","9,500","190,000","4.52","2,200","8 mm","11,000","220,000","","","70","5.00 km","38.0 kt","570 m","2.7 s","7.00 km","3.50 km","2.60 km","","","","","","","","","","",""
"Bismarck","bismarck","Germany","Battleship","VII","Tech Tree","69,200","98,264","19-360 mm","22%","380 mm 4x2","17.30 km","26.0 s","36.0 s","5.0°/s","2.00","4,400","35,200","81,231","2.22","11,600","26 mm","92,800","214,154","7.50 km","105 mm 8x2","374","4.50 km","28.5 kt","850 m","16.0 s","15.40 km","12.30 km","14.10 km","","","","","","","","","","",""
"Bismarck B","bismarck-b","Germany","Battleship","VII","Premium","69,200","98,264","19-360 mm","22%","380 mm 4x2","17.30 km","26.0 s","36.0 s","5.0°/s","2.00","4,400","35,200","81,231","2.22","11,600","26 mm","92,800","214,154","7.70 km","105 mm 8x2","374","4.50 km","28.5 kt","850 m","16.0 s","15.40 km","12.30 km","14.10 km","","","","","","","","","","",""
"Black","black","U.S.A.","Destroyer","VII","Premium","16,700","16,700","6-20 mm","0%","127 mm 5x1","11.00 km","3.6 s","5.3 s","34.0°/s","2.00","1,800","9,000","150,000","3.77","2,100","8 mm","10,500","175,000","","","125","5.00 km","35.0 kt","560 m","3.0 s","7.10 km","3.50 km","2.60 km","","","","","","","","","","",""
"Black B","black-b","U.S.A.","Destroyer","VII","Premium","16,700","16,700","6-20 mm","0%","127 mm 5x1","11.00 km","3.6 s","5.3 s","34.0°/s","2.00","1,800","9,000","150,000","3.77","2,100","8 mm","10,500","175,000","","","125","5.00 km","35.0 kt","560 m","3.0 s","7.10 km","3.50 km","2.60 km","","","","","","","","","","",""
"Blazing Dread","blazing-dread","Japan","Cruiser","VII","Premium","34,200","45,691","6-140 mm","10%","155 mm 5x3","15.30 km","10.0 s","25.7 s","7.0°/s","2.00","2,300","34,500","207,000","5.48","3,300","10 mm","49,500","297,000","5.00 km","127 mm 4x2","67","5.00 km","34.5 kt","7650 m","5.6 s","12.30 km","7.40 km","6.00 km","","","","","","","","","","",""
"Blücher","blucher","Germany","Cruiser","VIII","Premium","46,800","46,800","13-80 mm","16%","203mm SK C/34 4x2","16.50 km","10.0 s","22.5 s","8.0°/s","2.05","2,500","20,000","120,000","7.20","5,900","14 mm","47,200","283,200","","","","","32.5 kt","710 m","10.2 s","10.60 km","6.60 km","6.70 km","2x4","6.00 km","13,700","65.0 kt","90 s","1.30 km","Slot 1: Damage Control Party | Slot 2: Sonar | Slot 3: Repair Party","","","",""
"Błyskawica","blyskawica","Europe","Destroyer","VI","Premium","15,000","15,000","7-16 mm","0%","120 mm 1x1","10.70 km","6.0 s","18.0 s","10.0°/s","2.00","1,700","11,900","119,000","4.42","2,200","8 mm","15,400","154,000","","","36","3.50 km","39.0 kt","610 m","5.8 s","7.00 km","3.50 km","2.50 km","","","","","","","","","","",""
"Błyskawica B","blyskawica-b","Europe","Destroyer","V","Premium","15,000","15,000","7-16 mm","0%","120 mm 1x1","10.70 km","6.0 s","18.0 s","10.0°/s","2.00","1,700","11,900","119,000","4.42","2,200","8 mm","15,400","154,000","","","36","3.50 km","39.0 kt","610 m","5.8 s","7.00 km","3.50 km","2.50 km","","","","","","","","","","",""
"Boevoi","boevoi","U.S.S.R.","Destroyer","V","Tech Tree","15,500","15,500","6-16 mm","0%","130 mm 2x2","10.60 km","7.0 s","18.6 s","9.7°/s","2.00","1,900","7,600","65,143","2.43","2,500","9 mm","10,000","85,714","","","23","3.20 km","37.0 kt","610 m","4.8 s","6.90 km","3.50 km","2.50 km","","","","","","","","","","",""
"Bogatyr","bogatyr","U.S.S.R.","Cruiser","II","Tech Tree","23,000","23,000","6-150 mm","0%","130 mm 14x1","11.60 km","8.5 s","36.0 s","5.0°/s","2.00","1,900","22,800","160,941","4.78","2,400","9 mm","28,800","203,294","2.50 km","75 mm 12x1","","","24.0 kt","450 m","6.7 s","9.90 km","6.00 km","4.40 km","","","","","","","","","","",""
"Boise","boise","U.S.A.","Cruiser","VI","Premium","33,300","59,940","6-165 mm","0%","152 mm 5x3","14.60 km","10.0 s","18.0 s","10.0°/s","2.00","2,200","33,000","198,000","5.12","3,200","10 mm","48,000","288,000","4.50 km","127 mm 8x1","239","4.20 km","30.0 kt","690 m","9.1 s","11.50 km","7.20 km","5.80 km","","","","","","","","","","",""
"Borodino","borodino","U.S.S.R.","Battleship","VII","Premium","60,400","100,264","18-495 mm","24%","406 mm 2x3","17.60 km","28.0 s","30.0 s","6.0°/s","2.00","5,800","34,800","74,571","2.04","13,500","28 mm","81,000","173,571","5.00 km","180 mm 2x2","348","5.00 km","31.0 kt","1060 m","15.4 s","15.50 km","12.40 km","14.90 km","","","","","","","","","","",""
"Bourgogne","bourgogne","France","Battleship","★","Premium","74,700","106,074","19-430 mm","55%","380 mm 3x4","17.50 km","28.0 s","36.0 s","5.0°/s","1.80","5,400","64,800","138,857","2.13","11,900","26 mm","142,800","306,000","6.00 km","127 mm 8x2","495","5.20 km","32.0 kt","910 m","16.6 s","15.90 km","12.70 km","14.50 km","","","","","","","","","","",""
"Bourrasque","bourrasque","France","Destroyer","III","Tech Tree","11,100","11,100","3-10 mm","0%","130 mm 4x1","8.00 km","6.3 s","18.0 s","10.0°/s","2.00","2,050","8,200","78,095","2.99","2,450","9 mm","9,800","93,333","","","10","1.20 km","34.2 kt","560 m","3.0 s","5.50 km","2.70 km","2.20 km","","","","","","","","","","",""
"Brandenburg","brandenburg","Germany","Battleship","VII","Premium","59,700","84,774","19-360 mm","23%","305 mm 4x3","17.10 km","26.5 s","30.0 s","6.0°/s","1.80","3,600","43,200","97,811","2.21","9,400","21 mm","112,800","255,396","7.60 km","105 mm 10x2","424","4.50 km","32.5 kt","820 m","15.7 s","14.70 km","12.30 km","12.00 km","","","","","","","","","","",""
"Brest","brest","France","Cruiser","VIII","Tech Tree","55,300","73,880","16-335 mm","19%","330 mm 2x4","16.10 km","26.0 s","36.0 s","5.0°/s","1.80","4,800","38,400","88,615","2.23","9,700","23 mm","77,600","179,077","5.00 km","139 mm 8x2","277","5.20 km","31.5 kt","720 m","13.2 s","11.70 km","7.00 km","9.70 km","","","","","","","","","","",""
"Bretagne","bretagne","France","Battleship","III","Tech Tree","39,400","39,400","10-270 mm","18%","340mm Mle 1912 5x2","14.50 km","30.0 s","60.0 s","3.0°/s","1.80","4,800","48,000","96,000","5.00","9,700","23 mm","97,000","194,000","","","","","21.5 kt","550 m","12.6 s","11.50 km","7.80 km","9.20 km","","","","","","","Slot 1: Damage Control Party | Slot 2: Repair Party","","","",""
"Bretange","bretange","France","Battleship","I","Tech Tree","41,700","59,214","10-400 mm","10%","340 mm 5x2","15.30 km","30.0 s","60.0 s","3.0°/s","1.80","4,700","47,000","94,000","1.90","9,500","23 mm","95,000","190,000","4.00 km","139 mm 26x1","133","5.00 km","21.0 kt","580 m","12.5 s","14.50 km","10.80 km","11.20 km","","","","","","","","","","",""
"Brindisi","brindisi","Italy","Cruiser","VIII","Tech Tree","47,400","60,672","16-150 mm","22%","203 mm 4x3","16.10 km","16.0 s","25.7 s","7.0°/s","2.10","3,200","38,400","144,000","3.35","5,100","14 mm","61,200","229,500","5.00 km","90 mm 12x1","310","4.00 km","36.7 kt","730 m","10.8 s","11.60 km","7.00 km","6.30 km","","","","","","","","","","",""
"Brisbane","brisbane","Commonwealth","Cruiser","★","Premium","43,300","77,940","6-127 mm","13%","152 mm 5x2","15.40 km","4.5 s","4.7 s","38.3°/s","2.05","2,150","21,500","286,667","8.14","3,200","10 mm","32,000","426,667","","","485","6.00 km","33.5 kt","750 m","10.4 s","12.70 km","7.60 km","6.30 km","","","","","","","","","","",""
"Brisbane B","brisbane-b","Commonwealth","Cruiser","VII","Premium","43,300","77,940","6-127 mm","13%","152 mm 5x2","15.40 km","4.5 s","4.7 s","38.3°/s","2.05","2,150","21,500","286,667","8.14","3,200","10 mm","32,000","426,667","","","485","6.00 km","33.5 kt","750 m","10.4 s","12.70 km","7.60 km","6.30 km","","","","","","","","","","",""
"Brisbane Black","brisbane-black","Commonwealth","Cruiser","★","Premium","43,300","77,940","6-127 mm","13%","152 mm 5x2","15.40 km","4.5 s","4.7 s","38.3°/s","2.05","2,150","21,500","286,667","8.14","3,200","10 mm","32,000","426,667","","","485","6.00 km","33.5 kt","750 m","10.4 s","12.70 km","7.60 km","6.30 km","","","","","","","","","","",""
"Budyonny","budyonny","U.S.S.R.","Cruiser","V","Tech Tree","30,800","30,800","10-175 mm","0%","152 mm 3x3","14.90 km","8.0 s","25.0 s","7.2°/s","2.00","2,200","19,800","148,500","5.57","3,300","10 mm","29,700","222,750","4.50 km","100 mm 3x1","102","5.00 km","35.0 kt","710 m","8.6 s","13.00 km","7.80 km","6.50 km","","","","","","","","","","",""
"Buffalo","buffalo","U.S.A.","Cruiser","VIII","Tech Tree","47,800","61,184","6-229 mm","19%","203 mm 4x3","15.60 km","10.0 s","25.7 s","7.0°/s","2.00","2,800","33,600","201,600","5.02","5,000","14 mm","60,000","360,000","5.00 km","127 mm 6x2","337","5.00 km","33.0 kt","800 m","11.2 s","13.00 km","7.80 km","7.50 km","","","","","","","","","","",""
"Bulletproof","bulletproof","Germany","Destroyer","VI","Premium","18,100","18,100","8-19 mm","0%","128 mm 5x1","10.50 km","3.8 s","22.5 s","8.0°/s","2.00","1,350","6,750","106,579","4.20","3,000","8 mm","15,000","236,842","","","67","3.50 km","41.0 kt","670 m","4.0 s","6.85 km","3.45 km","2.50 km","","","","","","","","","","",""
"C. Colombo","c-colombo","Italy","Battleship","★","Premium","80,000","124,800","19-406 mm","31%","381 mm 4x4","17.30 km","33.5 s","38.3 s","4.7°/s","2.00","5,400","86,400","154,746","1.77","10,250","","","","6.50 km","90 mm 12x2","532","4.00 km","29.6 kt","960 m","18.0 s","15.80 km","12.60 km","10.90 km","","","","","","","","","","",""
"Caledon","caledon","U.K.","Cruiser","II","Tech Tree","19,000","24,320","6-152 mm","0%","152 mm 5x1","11.20 km","8.0 s","18.0 s","10.0°/s","2.00","","","","","2,900","10 mm","14,500","108,750","","","18","3.00 km","29.0 kt","530 m","5.6 s","8.60 km","5.10 km","3.70 km","","","","","","","","","","",""
"California","california","U.S.A.","Battleship","V","Premium","58,300","82,786","6-457 mm","40%","356 mm 4x3","15.60 km","30.0 s","60.0 s","3.0°/s","1.90","5,000","60,000","120,000","1.97","10,500","24 mm","126,000","252,000","4.00 km","127 mm 8x1","594","5.00 km","20.5 kt","640 m","14.7 s","13.50 km","11.30 km","12.20 km","","","","","","","","","","",""
"Campbeltown","campbeltown","U.K.","Destroyer","II","Premium","8,900","8,900","6-21 mm","0%","102 mm 3x1","8.70 km","7.0 s","15.7 s","11.5°/s","2.00","1,500","4,500","38,571","1.45","1,700","7 mm","5,100","43,714","","","10","3.00 km","35.0 kt","520 m","2.7 s","5.40 km","2.80 km","2.00 km","","","","","","","","","","",""
"Campbeltown A","campbeltown-a","U.K.","Destroyer","II","Premium","8,900","8,900","6-21 mm","0%","102 mm 3x1","8.70 km","7.0 s","15.7 s","11.5°/s","2.00","1,500","4,500","38,571","1.45","1,700","7 mm","5,100","43,714","","","10","3.00 km","35.0 kt","520 m","2.7 s","5.40 km","2.80 km","2.00 km","","","","","","","","","","",""
"Caprice","caprice","U.K.","Destroyer","VII","Premium","18,500","18,500","6-20 mm","0%","139 mm 5x1","10.90 km","7.5 s","18.0 s","10.0°/s","2.00","2,000","10,000","80,000","2.43","2,700","9 mm","13,500","108,000","","","68","3.50 km","42.7 kt","690 m","4.3 s","6.90 km","3.50 km","2.80 km","","","","","","","","","","",""
"Carnot","carnot","France","Cruiser","VIII","Premium","66,450","85,056","15-305 mm","25%","305 mm 2x3","15.80 km","24.0 s","30.0 s","6.0°/s","2.05","4,800","48,000","120,000","2.36","8,700","21 mm","87,000","217,500","7.00 km","100 mm 8x2","362","5.00 km","34.5 kt","870 m","14.4 s","13.90 km","8.30 km","10.60 km","","","","","","","","","","",""
"Castilla","castilla","Spain","Cruiser","★","Premium","56,000","74,816","15-250mm","19%","254 mm 3x3","15.80 km","24.0 s","25.7 s","7.0°/s","2.15","3,600","32,400","81,000","1.98","6,300","17 mm","56,700","141,750","5.50 km","128 mm 8x2","543","5.20 km","37.0 kt","820 m","11.5 s","13.70 km","8.20 km","9.20 km","","","","","","","","","","",""
"Cataluña","cataluna","Spain","Cruiser","VII","Tech Tree","40,800","54,508","16-180mm","7%","203 mm 3x3","15.60 km","23.0 s","25.7 s","7.0°/s","2.15","3,100","27,900","72,783","2.00","5,100","14 mm","45,900","119,739","5.00 km","128 mm 6x2","235","5.20 km","37.0 kt","850 m","10.3 s","13.30 km","8.00 km","7.70 km","","","","","","","","","","",""
"Cavour","cavour","Italy","Battleship","I","Tech Tree","36,300","56,628","13-280 mm","16%","305 mm 2x2","14.30 km","28.5 s","60.0 s","3.0°/s","1.60","3,800","49,400","104,000","2.08","7,900","21 mm","102,700","216,211","4.25 km","120 mm 18x1","59","3.00 km","22.0 kt","620 m","12.0 s","13.00 km","10.40 km","7.50 km","","","","","","","","","","",""
"Celebes","celebes","The Netherlands","Cruiser","I","Tech Tree","26,600","26,600","10-100 mm","16%","150 mm 4x2","13.70 km","8.5 s","22.5 s","8.0°/s","2.00","2,150","17,200","121,412","4.28","3,000","10 mm","24,000","169,412","","","68","3.50 km","30.6 kt","580 m","7.7 s","10.40 km","6.20 km","4.60 km","","","","","","","","","","",""
"Celtic","celtic","U.K.","Cruiser","VII","Premium","36,700","66,060","6-203 mm","4%","203 mm 3x3","15.50 km","10.0 s","30.0 s","6.0°/s","2.00","2,700","24,300","145,800","3.68","4,500","14 mm","40,500","243,000","5.00 km","127 mm 6x2","364","5.00 km","32.5 kt","730 m","7.0 s","12.60 km","7.60 km","7.20 km","","","","","","","","","","",""
"Centurion","centurion","Italy","Battleship","VIII","Premium","69,100","107,796","19-410 mm","25%","406 mm 3x3","17.10 km","29.0 s","36.0 s","5.0°/s","2.00","5,700","51,300","106,138","2.03","13,050","28 mm","117,450","243,000","5.00 km","90 mm 12x2","377","4.00 km","32.0 kt","860 m","16.7 s","15.70 km","12.50 km","11.40 km","","","","","","","","","","",""
"Champagne","champagne","France","Battleship","VII","Premium","57,100","85,878","18-430 mm","28%","406 mm 2x3","18.20 km","26.6 s","25.7 s","7.0°/s","1.80","6,700","40,200","90,677","2.22","12,100","28 mm","72,600","163,759","4.50 km","100 mm 12x2","185","5.00 km","34.0 kt","850 m","14.0 s","15.40 km","12.30 km","14.90 km","","","","","","","","","","",""
"Chapayev","chapayev","U.S.S.R.","Cruiser","VII","Tech Tree","37,000","51,504","6-175 mm","0%","152 mm 4x3","16.00 km","8.0 s","25.0 s","7.2°/s","2.00","2,300","27,600","207,000","5.88","3,400","10 mm","40,800","306,000","5.00 km","100 mm 4x2","207","5.00 km","33.5 kt","890 m","8.7 s","14.30 km","8.60 km","7.50 km","","","","","","","","","","",""
"Charlemagne","charlemagne","France","Cruiser","VI","Premium","30,000","30,000","6-140 mm","16%","203 mm 3x3","15.20 km","12.0 s","30.0 s","6.0°/s","2.00","2,600","23,400","117,000","3.71","4,800","14 mm","43,200","216,000","4.50 km","100 mm 5x2","141","5.00 km","32.0 kt","690 m","14.2 s","12.40 km","7.80 km","7.40 km","","","","","","","","","","",""
"Charles Hughes","charles-hughes","U.S.A.","Destroyer","VI","Premium","14,300","14,300","1-20 mm","0%","127 mm 4x1","10.60 km","3.5 s","5.3 s","34.0°/s","2.00","1,800","7,200","123,429","3.18","2,100","8 mm","8,400","144,000","","","80","5.00 km","38.0 kt","570 m","2.7 s","6.80 km","3.50 km","2.60 km","","","","","","","","","","",""
"Charles Martel","charles-martel","France","Cruiser","VII","Tech Tree","38,000","48,640","6-140 mm","16%","203 mm 3x3","15.80 km","9.5 s","25.7 s","7.0°/s","2.00","2,950","26,550","167,684","4.85","5,050","14 mm","45,450","287,053","5.00 km","100 mm 5x2","204","5.00 km","32.5 kt","690 m","8.9 s","13.40 km","8.10 km","7.80 km","","","","","","","","","","",""
